Kinase_UniprotID,name,pathways,Database
P18827,SDC1,WNT/Wingless|TGF|TCR,SignaLink
P80098,CCL7,IIP,SignaLink
P40425,PBX2,IIP,SignaLink
P09486,SPARC,IIP,SignaLink
Q96CW1,AP2M1,IIP,SignaLink
P50453,SERPINB9,RTK,SignaLink
P09341,CXCL1,IIP,SignaLink
Q16570,ACKR1,IIP,SignaLink
P09874,PARP1,IIP,SignaLink
P13611,VCAN,IIP,SignaLink
P00747,PLG,IIP,SignaLink
P01563,IFNA2,TLR,SignaLink
Q99873,PRMT1,TGF,SignaLink
P29460,IL12B,TLR,SignaLink
P12544,GZMA,TLR|JAK/STAT,SignaLink
P34932,HSPA4,TLR,SignaLink
Q5VWK5,IL23R,JAK/STAT,SignaLink
Q9NPF7,IL23A,JAK/STAT,SignaLink
O75489,NDUFS3,TLR,SignaLink
P10144,GZMB,TNF|RTK,SignaLink
P09486,SPARC,TNF|RTK,SignaLink
O00273,DFFA,TNF|RTK,SignaLink
P08254,MMP3,TNF|RTK,SignaLink
Q15185,PTGES3,TNF|RTK,SignaLink
Q9Y5K6,CD2AP,RTK|JAK/STAT,SignaLink
P09486,SPARC,RTK|JAK/STAT,SignaLink
O00273,DFFA,WNT/Wingless|Notch,SignaLink
P13010,XRCC5,IIP,SignaLink
P12956,XRCC6,IIP,SignaLink
P55212,CASP6,TNF,SignaLink
P03956,MMP1,TNF|RTK,SignaLink
P14780,MMP9,TNF|RTK,SignaLink
Q13422,IKZF1,IIP,SignaLink
P02461,COL3A1,IIP,SignaLink
P05455,SSB,IIP,SignaLink
Q71U36,TUBA1A,IIP,SignaLink
O15230,LAMA5,TNF|RTK|IIP,SignaLink
P04004,VTN,IIP,SignaLink
P50591,TNFSF10,TLR,SignaLink
P54274,TERF1,TNF|RTK|TLR,SignaLink
O95155,UBE4B,TNF|RTK|TLR,SignaLink
Q9UIQ6,LNPEP,TNF|RTK|TLR,SignaLink
P04275,VWF,TNF|RTK|TLR,SignaLink
Q15025,TNIP1,TNF|RTK|TLR,SignaLink
O76070,SNCG,TNF|RTK|TLR,SignaLink
P37840,SNCA,TNF|RTK|TLR,SignaLink
Q76LX8,ADAMTS13,TNF|RTK|TLR,SignaLink
P04234,CD3D,TCR,SignaLink
Q07820,MCL1,WNT/Wingless|Notch|TLR|RTK|JAK/STAT,SignaLink
P51812,RPS6KA3,RTK,SignaLink
Q15349,RPS6KA2,RTK,SignaLink
O00273,DFFA,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P20718,GZMH,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P35236,PTPN7,RTK,SignaLink
P05455,SSB,RTK,SignaLink
P61978,HNRNPK,RTK,SignaLink
P01011,SERPINA3,RTK,SignaLink
P01009,SERPINA1,RTK,SignaLink
P05455,SSB,TNF|RTK,SignaLink
Q01105,SET,TNF|RTK,SignaLink
P09874,PARP1,TNF|RTK,SignaLink
P51124,GZMM,TNF|RTK,SignaLink
P15311,EZR,RTK,SignaLink
P51955,NEK2,RTK,SignaLink
P06748,NPM1,RTK,SignaLink
P08670,VIM,RTK|TGF,SignaLink
P52565,ARHGDIA,RTK|TGF,SignaLink
Q9HBH9,MKNK2,RTK|JAK/STAT,SignaLink
Q9UHA4,LAMTOR3,RTK,SignaLink
P80511,S100A12,RTK|TGF|JAK/STAT,SignaLink
P06702,S100A9,RTK|TGF|JAK/STAT,SignaLink
Q9NSU2,TREX1,IIP,SignaLink
Q9H171,ZBP1,JAK/STAT,SignaLink
Q13813,SPTAN1,TLR,SignaLink
P05787,KRT8,TLR,SignaLink
P46695,IER3,TLR,SignaLink
P56524,HDAC4,TLR,SignaLink
Q13642,FHL1,TLR,SignaLink
Q13643,FHL3,TLR,SignaLink
Q14192,FHL2,TLR,SignaLink
P01562,IFNA1,TLR|JAK/STAT,SignaLink
Q9Y463,DYRK1B,TLR|JAK/STAT,SignaLink
Q02556,IRF8,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P02708,CHRNA1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P19878,NCF2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P17947,SPI1,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P14316,IRF2,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
Q02556,IRF8,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
Q13105,ZBTB17,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q13105,ZBTB17,TCR,SignaLink
P05023,ATP1A1,TCR,SignaLink
P52292,KPNA2,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P05023,ATP1A1,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P53355,DAPK1,RTK|TGF|TLR|TCR|JAK/STAT,SignaLink
P28062,PSMB8,RTK|TGF|TLR|TCR|JAK/STAT,SignaLink
Q05516,ZBTB16,JAK/STAT,SignaLink
P09913,IFIT2,JAK/STAT,SignaLink
Q15306,IRF4,WNT/Wingless|RTK|TGF,SignaLink
Q15306,IRF4,BCR|TLR,SignaLink
O00526,UPK2,BCR|TLR,SignaLink
Q15257,PTPA,TCR,SignaLink
Q03518,TAP1,TCR,SignaLink
Q03519,TAP2,TCR,SignaLink
O15533,TAPBP,TCR,SignaLink
Q03519,TAP2,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P53355,DAPK1,RTK|TGF|TCR|NHR|TLR|JAK/STAT,SignaLink
P50591,TNFSF10,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q13263,TRIM28,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P25774,CTSS,BCR|TLR|TCR,SignaLink
P17655,CAPN2,BCR|TLR,SignaLink
Q03518,TAP1,TGF,SignaLink
Q03518,TAP1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O43734,TRAF3IP2,NHR|TGF,SignaLink
P19320,VCAM1,NHR|TGF,SignaLink
O00165,HAX1,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q99584,S100A13,TLR|JAK/STAT,SignaLink
P04839,CYBB,TLR|JAK/STAT,SignaLink
Q03518,TAP1,JAK/STAT|NHR|TCR|IIP,SignaLink
P25774,CTSS,JAK/STAT|NHR|TCR|IIP,SignaLink
Q03001,DST,TNF|RTK|Notch,SignaLink
P14316,IRF2,TNF|RTK|Notch,SignaLink
P10914,IRF1,TNF|RTK|Notch,SignaLink
P14316,IRF2,IIP,SignaLink
P50591,TNFSF10,IIP,SignaLink
Q7Z5L9,IRF2BP2,JAK/STAT,SignaLink
P22314,UBA1,JAK/STAT,SignaLink
Q8IU81,IRF2BP1,JAK/STAT,SignaLink
P17275,JUNB,RTK,SignaLink
P17544,ATF7,RTK,SignaLink
P29692,EEF1D,RTK,SignaLink
P05388,RPLP0,RTK,SignaLink
P26640,VARS1,RTK,SignaLink
P14316,IRF2,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
Q8IU81,IRF2BP1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
O75626,PRDM1,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
P10914,IRF1,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
P14316,IRF2,JAK/STAT|WNT/Wingless|TCR|IIP,SignaLink
P08123,COL1A2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P14316,IRF2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P32455,GBP1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q92786,PROX1,NHR,SignaLink
P41217,CD200,NHR,SignaLink
P18847,ATF3,NHR,SignaLink
Q8N5F7,NKAP,IIP,SignaLink
P04899,GNAI2,TCR|IIP,SignaLink
P03956,MMP1,TCR|IIP,SignaLink
Q12899,TRIM26,TCR|IIP,SignaLink
P61018,RAB4B,TCR|IIP,SignaLink
P48382,RFX5,TCR|IIP,SignaLink
Q499Z4,ZNF672,TCR|IIP,SignaLink
O14773,TPP1,TCR|IIP,SignaLink
Q14324,MYBPC2,TCR|IIP,SignaLink
P01903,HLA-DRA,JAK/STAT,SignaLink
P48382,RFX5,JAK/STAT,SignaLink
P04233,CD74,JAK/STAT,SignaLink
Q14498,RBM39,JAK/STAT,SignaLink
P10242,MYB,TNF|RTK|TLR|IIP,SignaLink
Q92496,CFHR4,TNF|RTK|TLR|IIP,SignaLink
O75477,ERLIN1,TNF|RTK|TLR|IIP,SignaLink
O43242,PSMD3,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
Q14498,RBM39,TNF|WNT/Wingless|RTK|TGF,SignaLink
P0DP25,CALM3,BCR|RTK,SignaLink
Q14318,FKBP8,BCR|RTK,SignaLink
P09914,IFIT1,TLR,SignaLink
P17947,SPI1,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P17676,CEBPB,RTK,SignaLink
P09913,IFIT2,TLR,SignaLink
P14859,POU2F1,IIP,SignaLink
Q8N2W9,PIAS4,TGF|JAK/STAT,SignaLink
Q92887,ABCC2,TLR,SignaLink
P01023,A2M,JAK/STAT,SignaLink
P01023,A2M,RTK,SignaLink
P61812,TGFB2,RTK|TGF,SignaLink
Q9Y333,LSM2,NHR|TGF|JAK/STAT,SignaLink
P52747,ZNF143,NHR|TGF|JAK/STAT,SignaLink
Q9H1D9,POLR3F,JAK/STAT,SignaLink
Q9Y333,LSM2,TLR|JAK/STAT,SignaLink
Q01543,FLI1,TLR,SignaLink
P32519,ELF1,TLR,SignaLink
P17947,SPI1,TLR,SignaLink
Q9Y535,POLR3H,JAK/STAT,SignaLink
P09012,SNRPA,JAK/STAT,SignaLink
Q15306,IRF4,JAK/STAT,SignaLink
Q9NW08,POLR3B,JAK/STAT,SignaLink
P62701,RPS4X,JAK/STAT,SignaLink
P05423,POLR3D,JAK/STAT,SignaLink
O14802,POLR3A,JAK/STAT,SignaLink
Q9BT43,POLR3GL,JAK/STAT,SignaLink
O15160,POLR1C,JAK/STAT,SignaLink
Q7Z2T5,TRMT1L,JAK/STAT,SignaLink
Q9BUI4,POLR3C,JAK/STAT,SignaLink
P17947,SPI1,JAK/STAT,SignaLink
Q02556,IRF8,JAK/STAT,SignaLink
Q9NVU0,POLR3E,JAK/STAT,SignaLink
P04424,ASL,WNT/Wingless,SignaLink
Q15306,IRF4,WNT/Wingless,SignaLink
Q13469,NFATC2,BCR|TCR,SignaLink
Q15306,IRF4,IIP,SignaLink
P41182,BCL6,BCR|TCR,SignaLink
P24863,CCNC,JAK/STAT,SignaLink
P27824,CANX,JAK/STAT,SignaLink
Q9P1W9,PIM2,JAK/STAT,SignaLink
Q8N3U4,STAG2,JAK/STAT,SignaLink
O75626,PRDM1,JAK/STAT,SignaLink
O00767,SCD,JAK/STAT,SignaLink
Q9H4E7,DEF6,JAK/STAT,SignaLink
P22415,USF1,JAK/STAT,SignaLink
P11836,MS4A1,JAK/STAT,SignaLink
P07333,CSF1R,JAK/STAT,SignaLink
P52294,KPNA1,JAK/STAT,SignaLink
O60684,KPNA6,JAK/STAT,SignaLink
P41235,HNF4A,NHR,SignaLink
P20823,HNF1A,WNT/Wingless,SignaLink
P35558,PCK1,NHR,SignaLink
Q14520,HABP2,WNT/Wingless,SignaLink
O00482,NR5A2,NHR,SignaLink
Q9HBY8,SGK2,WNT/Wingless,SignaLink
P38398,BRCA1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q15485,FCN2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O95140,MFN2,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q8IU54,IFNL1,JAK/STAT,SignaLink
Q8IZI9,IFNL3,JAK/STAT,SignaLink
P05113,IL5,JAK/STAT,SignaLink
P78337,PITX1,BCR|TLR|TCR,SignaLink
Q01344,IL5RA,JAK/STAT,SignaLink
Q02556,IRF8,TGF|JAK/STAT,SignaLink
Q99576,TSC22D3,TGF|JAK/STAT,SignaLink
P41182,BCL6,TGF|JAK/STAT,SignaLink
O60244,MED14,JAK/STAT,SignaLink
Q15648,MED1,NHR|TGF,SignaLink
O60244,MED14,NHR|TGF,SignaLink
P04839,CYBB,JAK/STAT,SignaLink
Q6ISU1,PTCRA,RTK,SignaLink
Q8WTT0,CLEC4C,RTK,SignaLink
Q02556,IRF8,RTK,SignaLink
Q99576,TSC22D3,IIP,SignaLink
Q13635,PTCH1,HH,SignaLink
Q14192,FHL2,IIP,SignaLink
Q13685,AAMP,TNF,SignaLink
O60244,MED14,TNF,SignaLink
P09913,IFIT2,IIP,SignaLink
Q9ULK4,MED23,IIP,SignaLink
P10914,IRF1,IIP,SignaLink
P14780,MMP9,BCR|TLR,SignaLink
O75626,PRDM1,BCR|TLR,SignaLink
P06748,NPM1,BCR|TLR,SignaLink
P42575,CASP2,IIP,SignaLink
Q99814,EPAS1,RTK,SignaLink
Q99962,SH3GL2,RTK,SignaLink
P33076,CIITA,WNT/Wingless|RTK|TGF,SignaLink
P33076,CIITA,IIP,SignaLink
P51532,SMARCA4,IIP,SignaLink
P32455,GBP1,IIP,SignaLink
P32455,GBP1,JAK/STAT,SignaLink
P09914,IFIT1,JAK/STAT,SignaLink
Q16666,IFI16,JAK/STAT,SignaLink
P51532,SMARCA4,JAK/STAT,SignaLink
Q99519,NEU1,JAK/STAT,SignaLink
Q15326,ZMYND11,TNF|JAK/STAT|RTK|IIP,SignaLink
P13232,IL7,JAK/STAT,SignaLink
P16871,IL7R,JAK/STAT,SignaLink
O14818,PSMA7,JAK/STAT,SignaLink
P51668,UBE2D1,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
O95644,NFATC1,BCR|RTK,SignaLink
Q07912,TNK2,BCR|RTK,SignaLink
Q9BZS1,FOXP3,BCR|RTK,SignaLink
Q9UJM3,ERRFI1,BCR|RTK,SignaLink
Q9UJM3,ERRFI1,TGF|JAK/STAT,SignaLink
Q13547,HDAC1,TGF|JAK/STAT,SignaLink
P08047,SP1,TGF|JAK/STAT,SignaLink
Q8NFM7,IL17RD,RTK,SignaLink
Q8NFM7,IL17RD,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q9BVN2,RUSC1,TNF|WNT/Wingless|RTK|TGF,SignaLink
P49810,PSEN2,Notch,SignaLink
Q8WV28,BLNK,BCR,SignaLink
P43354,NR4A2,NHR,SignaLink
Q96EX3,DYNC2I2,TGF|JAK/STAT,SignaLink
Q96EX3,DYNC2I2,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
P15529,CD46,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
Q9BZS1,FOXP3,BCR|RTK|TGF|WNT/Wingless|TCR|TNF|IIP|TLR|JAK/STAT,SignaLink
Q15366,PCBP2,JAK/STAT|Notch|TGF|IIP,SignaLink
Q13137,CALCOCO2,JAK/STAT|Notch|TGF|IIP,SignaLink
Q9H492,MAP1LC3A,IIP,SignaLink
P53350,PLK1,TGF,SignaLink
Q9UBT7,CTNNAL1,BCR|TLR|TCR,SignaLink
Q70UQ0,IKBIP,BCR|TLR|TCR,SignaLink
O75807,PPP1R15A,TGF,SignaLink
Q9H467,CUEDC2,TGF,SignaLink
P11226,MBL2,RTK|IIP,SignaLink
P51114,FXR1,IIP,SignaLink
Q676U5,ATG16L1,TLR|JAK/STAT,SignaLink
P20226,TBP,TLR|JAK/STAT,SignaLink
Q00403,GTF2B,TLR|JAK/STAT,SignaLink
P42830,CXCL5,IIP,SignaLink
P19875,CXCL2,IIP,SignaLink
P45452,MMP13,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P45452,MMP13,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P13569,CFTR,RTK,SignaLink
Q7Z2H8,SLC36A1,RTK,SignaLink
P60468,SEC61B,RTK,SignaLink
P07550,ADRB2,RTK,SignaLink
P13569,CFTR,RTK|JAK/STAT,SignaLink
P11831,SRF,RTK,SignaLink
Q6ZUJ8,PIK3AP1,BCR,SignaLink
P13569,CFTR,BCR,SignaLink
P14859,POU2F1,WNT/Wingless,SignaLink
P40424,PBX1,WNT/Wingless,SignaLink
P13569,CFTR,WNT/Wingless,SignaLink
Q13952,NFYC,WNT/Wingless,SignaLink
O14529,CUX2,WNT/Wingless,SignaLink
Q9H467,CUEDC2,WNT/Wingless,SignaLink
P62491,RAB11A,Notch,SignaLink
P13569,CFTR,Notch,SignaLink
Q9BV40,VAMP8,Notch,SignaLink
Q15306,IRF4,Notch,SignaLink
P20338,RAB4A,Notch,SignaLink
Q7LBE3,SLC26A9,Notch,SignaLink
P17676,CEBPB,Notch,SignaLink
O75626,PRDM1,Notch,SignaLink
P17676,CEBPB,BCR|TLR,SignaLink
P18146,EGR1,BCR|TLR,SignaLink
P31483,TIA1,BCR|TLR,SignaLink
P13569,CFTR,BCR|TLR,SignaLink
P18146,EGR1,JAK/STAT,SignaLink
P11161,EGR2,JAK/STAT,SignaLink
O14896,IRF6,BCR|TCR,SignaLink
P49715,CEBPA,BCR|TLR,SignaLink
O14896,IRF6,BCR|TLR,SignaLink
P01567,IFNA7,TLR,SignaLink
P01570,IFNA14,TLR,SignaLink
Q08722,CD47,TLR,SignaLink
Q14103,HNRNPD,TLR,SignaLink
Q9NPF2,CHST11,TLR,SignaLink
P28325,CST5,TLR,SignaLink
Q5W186,CST9,TLR,SignaLink
O14965,AURKA,TLR,SignaLink
Q9BUL8,PDCD10,TLR,SignaLink
P17676,CEBPB,TLR,SignaLink
Q13547,HDAC1,TLR,SignaLink
Q01459,CTBS,TLR,SignaLink
O00241,SIRPB1,RTK|JAK/STAT,SignaLink
Q9BYM8,RBCK1,RTK|JAK/STAT,SignaLink
O95711,LY86,TLR,SignaLink
P55072,VCP,RTK,SignaLink
Q07325,CXCL9,TLR,SignaLink
Q99942,RNF5,TLR,SignaLink
Q01085,TIAL1,RTK,SignaLink
Q12906,ILF3,RTK,SignaLink
O43379,WDR62,WNT/Wingless|Notch|TLR|RTK|JAK/STAT,SignaLink
Q8WWQ8,STAB2,WNT/Wingless|Notch|TLR|RTK|JAK/STAT,SignaLink
Q8WWQ8,STAB2,RTK|TLR,SignaLink
Q96LA8,PRMT6,IIP,SignaLink
P16083,NQO2,JAK/STAT,SignaLink
O15085,ARHGEF11,JAK/STAT,SignaLink
P52565,ARHGDIA,JAK/STAT,SignaLink
Q8N5V2,NGEF,RTK,SignaLink
Q13427,PPIG,RTK,SignaLink
Q8N1W1,ARHGEF28,RTK,SignaLink
Q9Y484,WDR45,RTK,SignaLink
Q6P3S6,FBXO42,RTK,SignaLink
Q9H3F6,KCTD10,RTK,SignaLink
Q9UHV2,SERTAD1,RTK,SignaLink
Q13829,TNFAIP1,RTK,SignaLink
Q13043,STK4,RTK|HIPPO,SignaLink
P20809,IL11,JAK/STAT,SignaLink
P43364,MAGEA11,JAK/STAT,SignaLink
Q14626,IL11RA,JAK/STAT,SignaLink
Q8N6Y0,USHBP1,JAK/STAT,SignaLink
O60232,ZNRD2,JAK/STAT,SignaLink
Q96MA1,DMRTB1,JAK/STAT,SignaLink
O95967,EFEMP2,JAK/STAT,SignaLink
Q01538,MYT1,TNF|WNT/Wingless|RTK|TGF,SignaLink
P04839,CYBB,TNF|WNT/Wingless|RTK|TGF,SignaLink
Q9UPT6,MAPK8IP3,RTK,SignaLink
Q01538,MYT1,RTK,SignaLink
Q07866,KLC1,RTK,SignaLink
Q14203,DCTN1,RTK,SignaLink
O60271,SPAG9,RTK,SignaLink
Q5T5U3,ARHGAP21,RTK,SignaLink
P84077,ARF1,RTK,SignaLink
Q16600,ZNF239,RTK,SignaLink
Q07108,CD69,JAK/STAT,SignaLink
P35638,DDIT3,RTK,SignaLink
P46527,CDKN1B,Notch|JAK/STAT,SignaLink
Q05923,DUSP2,RTK,SignaLink
P78396,CCNA1,RTK,SignaLink
P42771,CDKN2A,RTK,SignaLink
P20248,CCNA2,RTK,SignaLink
P24864,CCNE1,RTK,SignaLink
Q16254,E2F4,RTK,SignaLink
P18146,EGR1,RTK,SignaLink
Q9NZF1,PLAC8,RTK|TCR|IIP,SignaLink
P27815,PDE4A,TNF,SignaLink
Q08493,PDE4C,TNF,SignaLink
P49918,CDKN1C,TNF,SignaLink
P20594,NPR2,Notch|JAK/STAT,SignaLink
O75900,MMP23B,Notch|JAK/STAT,SignaLink
Q13098,GPS1,JAK/STAT,SignaLink
Q99627,COPS8,BCR|TCR,SignaLink
P61201,COPS2,BCR|TCR,SignaLink
Q8TDR0,TRAF3IP1,JAK/STAT,SignaLink
Q9UNS2,COPS3,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P48507,GCLM,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P48382,RFX5,RTK,SignaLink
O14593,RFXANK,RTK,SignaLink
P17980,PSMC3,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
Q99460,PSMD1,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
O00232,PSMD12,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
O43242,PSMD3,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
O15211,RGL2,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
P51665,PSMD7,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
Q8NHZ7,MBD3L2,JAK/STAT|RTK|TGF|TLR|IIP,SignaLink
Q8NHZ7,MBD3L2,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P07437,TUBB,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q9P0J0,NDUFA13,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P14373,TRIM27,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P0C0L5,C4B,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P00751,CFB,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P01374,LTA,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q9UBC1,NFKBIL1,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q9H9J2,MRPL44,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q9H5V9,STEEP1,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P01374,LTA,IIP,SignaLink
Q96KQ7,EHMT2,IIP,SignaLink
P25440,BRD2,IIP,SignaLink
Q8N8J6,ZNF615,IIP,SignaLink
P51681,CCR5,TCR|IIP,SignaLink
P07437,TUBB,IIP,SignaLink
P41597,CCR2,IIP,SignaLink
P29728,OAS2,JAK/STAT,SignaLink
Q9UBC1,NFKBIL1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
Q9Y676,MRPS18B,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P07437,TUBB,WNT/Wingless,SignaLink
Q9NRI5,DISC1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
O95793,STAU1,TCR|NHR|TLR|RTK|JAK/STAT,SignaLink
P07437,TUBB,TLR,SignaLink
P46459,NSF,TLR,SignaLink
Q05193,DNM1,TLR,SignaLink
Q9P2D7,DNAH1,TLR,SignaLink
P61764,STXBP1,TLR,SignaLink
P02511,CRYAB,RTK,SignaLink
P62937,PPIA,RTK,SignaLink
Q13813,SPTAN1,RTK,SignaLink
P60709,ACTB,RTK,SignaLink
P02686,MBP,RTK,SignaLink
O00213,APBB1,WNT/Wingless,SignaLink
P18669,PGAM1,WNT/Wingless,SignaLink
P14136,GFAP,WNT/Wingless,SignaLink
P08758,ANXA5,RTK,SignaLink
P07437,TUBB,RTK,SignaLink
P09936,UCHL1,JAK/STAT,SignaLink
O95793,STAU1,JAK/STAT,SignaLink
Q53HV7,SMUG1,JAK/STAT,SignaLink
Q08211,DHX9,JAK/STAT,SignaLink
P19338,NCL,JAK/STAT,SignaLink
Q16352,INA,JAK/STAT,SignaLink
P55072,VCP,JAK/STAT,SignaLink
P22694,PRKACB,TCR|IIP,SignaLink
Q86UR1,NOXA1,TNF,SignaLink
O95382,MAP3K6,RTK,SignaLink
P61981,YWHAG,RTK,SignaLink
P09651,HNRNPA1,RTK,SignaLink
Q14005,IL16,JAK/STAT,SignaLink
Q96EB6,SIRT1,RTK|TGF|JAK/STAT,SignaLink
P35354,PTGS2,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P50406,HTR6,JAK/STAT,SignaLink
P56279,TCL1A,JAK/STAT|IIP,SignaLink
P17275,JUNB,WNT/Wingless|RTK|TGF|TLR|TCR,SignaLink
P56279,TCL1A,RTK,SignaLink
O14974,PPP1R12A,WNT/Wingless,SignaLink
O60237,PPP1R12B,WNT/Wingless,SignaLink
Q9BZL4,PPP1R12C,WNT/Wingless,SignaLink
P26378,ELAVL4,RTK,SignaLink
Q14005,IL16,RTK,SignaLink
Q06546,GABPA,RTK,SignaLink
O15379,HDAC3,RTK,SignaLink
Q06547,GABPB1,RTK,SignaLink
Q13309,SKP2,RTK,SignaLink
P78563,ADARB1,RTK,SignaLink
P55265,ADAR,JAK/STAT,SignaLink
P52926,HMGA2,TNF|RTK|TLR|IIP,SignaLink
P17676,CEBPB,TNF|RTK|TLR|IIP,SignaLink
Q16548,BCL2A1,TNF|RTK|TLR|IIP,SignaLink
P21675,TAF1,TNF|RTK|TLR|IIP,SignaLink
P51532,SMARCA4,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P20226,TBP,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q14005,IL16,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
Q00403,GTF2B,BCR|TGF|TCR|Notch|TLR|IIP,SignaLink
P13224,GP1BB,BCR|TLR,SignaLink
O94906,PRPF6,BCR|TLR,SignaLink
P12821,ACE,BCR|TLR,SignaLink
Q16552,IL17A,BCR|TLR,SignaLink
P01588,EPO,JAK/STAT,SignaLink
P35790,CHKA,RTK,SignaLink
Q96CV9,OPTN,RTK,SignaLink
P06731,CEACAM5,RTK|Notch,SignaLink
Q02505,MUC3A,JAK/STAT|NHR|TCR|IIP,SignaLink
P38398,BRCA1,JAK/STAT|NHR|TCR|IIP,SignaLink
P61964,WDR5,JAK/STAT|NHR|TCR|IIP,SignaLink
Q01094,E2F1,JAK/STAT|NHR|TCR|IIP,SignaLink
Q14764,MVP,JAK/STAT|NHR|TCR|IIP,SignaLink
P05121,SERPINE1,JAK/STAT|NHR|TCR|IIP,SignaLink
P00558,PGK1,JAK/STAT|NHR|TCR|IIP,SignaLink
Q9Y2N7,HIF3A,JAK/STAT|NHR|TCR|IIP,SignaLink
P27540,ARNT,JAK/STAT,SignaLink
P41227,NAA10,JAK/STAT,SignaLink
Q13547,HDAC1,WNT/Wingless|TGF|TCR,SignaLink
P41227,NAA10,WNT/Wingless|TGF|TCR,SignaLink
Q8IUE6,H2AC21,WNT/Wingless,SignaLink
P55072,VCP,WNT/Wingless,SignaLink
Q9Y5W7,SNX14,WNT/Wingless,SignaLink
Q15109,AGER,WNT/Wingless,SignaLink
P02771,AFP,WNT/Wingless,SignaLink
P16109,SELP,WNT/Wingless,SignaLink
Q14596,NBR1,WNT/Wingless,SignaLink
P80511,S100A12,WNT/Wingless,SignaLink
Q15717,ELAVL1,WNT/Wingless,SignaLink
P41220,RGS2,WNT/Wingless,SignaLink
Q13118,KLF10,WNT/Wingless,SignaLink
P18847,ATF3,WNT/Wingless,SignaLink
Q02535,ID3,WNT/Wingless,SignaLink
Q14103,HNRNPD,WNT/Wingless,SignaLink
P31483,TIA1,WNT/Wingless,SignaLink
Q01085,TIAL1,WNT/Wingless,SignaLink
Q12906,ILF3,WNT/Wingless,SignaLink
P06493,CDK1,RTK|TGF|JAK/STAT,SignaLink
